read_core_id	polya_start_raw	polya_end_raw	polya_start_base	polya_end_base	polya_length	polya_score	polya_type
433f615d-0884-498d-b714-86f4a5c6ecdd,chr3,6556197,6556828	2150	3120	74	126	108.6	882.5	T
4b06322c-5cc2-4657-a54e-aff20586f32f,chr3,6556197,6556587	1235	1650	77	95	42.24	402.5	T
4db139d3-58ee-4192-b6bd-44d9ecdb77ff,chr3,6556197,6557863	1405	1935	80	144	64.39	480.0	T
5571a5cc-0e98-4541-a2c3-c41eece1a37a,chr3,6556197,6557607	1860	2725	73	103	115.39	840.0	T
55e09943-7752-467a-a88c-2686c57c1f5a,chr3,6556197,6556880	1135	1465	78	104	38.49	317.5	T
62ca2574-27bb-4b88-b9ed-1c3ef15dda05,chr3,6556197,6557938	1560	1960	73	135	44.65	387.5	T
64cc491d-489b-456c-9e02-4219fd539530,chr3,6556197,6557934	0	0	0	0	0.0	0.0	T
6c472cde-1ac3-4b06-bd66-a7de9120576a,chr3,6556197,6556534	1125	1845	73	181	93.84	670.0	T
6f40b3bf-ecf2-427b-8f7a-28642b499254,chr3,6556197,6557914	1180	2550	69	135	159.98	1307.5	T
73e595df-85a8-4216-989d-dda13c9d661c,chr3,6556197,6557938	1200	2085	78	138	89.97	847.5	T
7a16a39d-e559-483b-a6bc-a0d65757182a,chr3,6556197,6556580	1485	2220	76	148	87.75	685.0	T
88e1a58d-7077-447e-b926-8d9b2131c032,chr3,6556197,6557883	1300	3045	76	84	197.3	1732.5	T
8e628cfb-24ef-4b82-9ace-30d40e606b42,chr3,6556197,6557158	760	1250	76	156	72.39	452.5	T
8f0ca61e-4163-44d2-bfea-c2d761c08f78,chr3,6556197,6556791	1495	1885	78	130	44.59	352.5	T
96bc39b8-4335-49dc-b9bf-33b78fef052b,chr3,6556197,6557938	980	1415	78	122	52.29	397.5	T
97d00645-83c7-4d0a-891f-cc31e78b7d5c,chr3,6556197,6556534	1510	2125	80	159	72.37	540.0	T
9d5c7f00-3de7-4651-afe3-4badc9b5d963,chr3,6556197,6556935	0	0	0	0	0.0	0.0	T
a02fd7af-23a7-4ae2-942a-de4014e9928c,chr3,6556197,6557863	955	1575	76	153	69.92	545.0	T
a47a3072-6345-4687-b7f2-68badd101432,chr3,6556197,6556768	1135	1445	69	94	34.4	297.5	T
a7f96db0-f6f9-4bc3-8cd2-00ffd47d6f0a,chr3,6556197,6557158	0	0	0	0	0.0	0.0	T
b629c984-d56d-455c-ad92-0e3527365efb,chr3,6556197,6557938	985	1425	69	121	44.6	377.5	T
b6c06527-fce5-4929-b5e6-fac23fbaf38a,chr3,6556197,6556983	2310	2895	76	163	46.67	572.5	T
d0336dc1-ba5d-45e6-85a8-ced5caf4c5c0,chr3,6556197,6556426	1690	2595	76	82	101.83	892.5	T
d2b5201b-a816-434b-9597-5768331d264d,chr3,6556197,6557883	1630	3505	79	87	183.03	1862.5	T
d2ebc351-9021-4352-ac9a-ad61d8a6d966,chr3,6556197,6557865	1935	2165	85	109	30.19	230.0	T
d3370cd7-6ff8-4493-806b-0495d8b31b01,chr3,6556197,6557885	1045	2250	76	116	125.83	930.0	T
e3b6ebb8-46ba-4b00-982b-9e89f9ca3596,chr3,6556197,6556880	1130	1390	74	117	29.23	260.0	T
ed46890e-54f1-46ab-b34a-e4bf9165b635,chr3,6556197,6557863	1030	1745	71	162	81.47	615.0	T
edd49c8f-1570-4931-af6b-35725a17453a,chr3,6556197,6557865	2735	3090	77	128	38.68	317.5	T
efbc2b88-97f1-4473-944d-dc5b74c9197c,chr3,6556197,6557607	1955	3275	79	131	152.43	1245.0	T
f09e32d9-4fc2-4226-9f6c-cb8a14b66e4d,chr3,6556197,6556516	0	0	0	0	0.0	0.0	A
06b64e78-58e1-4496-bb40-2a1648a98aa0,chr3,6556197,6557444	14510	14875	1330	1354	39.38	365.0	A
1053ed2c-fef9-41ec-a3a1-5da2fb7cb308,chr3,6556197,6556830	8720	9365	584	629	63.06	620.0	A
109bd87f-0bfe-4488-8e0c-7c2facd47f64,chr3,6556197,6557863	13745	13890	1320	1340	16.32	145.0	A
10eaee4a-bc27-442b-8f72-21039d8b44a6,chr3,6556197,6557938	14335	15450	1384	1414	124.62	1102.5	A
11f6f0e3-9f3b-4d3f-9466-ad44f962c694,chr3,6556197,6557149	12055	12300	1028	1060	26.92	245.0	A
1e4c7681-c173-45f7-a336-dcfc96659fbf,chr3,6556197,6557158	9070	9500	1007	1066	55.74	217.5	A
1ec63728-d362-4dfe-90cb-79ceae5c0ffd,chr3,6556197,6556580	5395	6110	441	509	74.8	602.5	A
1eca16a2-96d9-410c-ae80-13ad9c8d9254,chr3,6556197,6557887	13000	14030	1244	1283	115.97	1030.0	A
1f91de13-08c3-4ef1-b709-0233f91ae141,chr3,6556197,6557075	10870	12330	829	868	134.15	1460.0	A
225ebdc3-c2ed-4394-a464-9789e26ce335,chr3,6556197,6556791	6610	6910	530	570	33.3	200.0	A
25c7dd5d-ea1d-4bf4-b440-2b95b9c04206,chr3,6556197,6557863	14810	15360	1304	1354	56.09	500.0	A
2601b824-f5aa-4d1f-a97e-f37b33786efb,chr3,6556197,6557863	12870	13230	1316	1363	41.26	160.0	A
2788ee5d-8a42-42e7-97ea-1c92324443f6,chr3,6556197,6557876	14935	15650	1339	1413	78.39	627.5	A
284413fc-3ba1-4154-9ba3-1c8debe2a295,chr3,6556197,6557883	14275	14430	1308	1329	17.14	130.0	A
29b154a0-ce6a-4bff-84e8-d45104492a2a,chr3,6556197,6557938	15820	16825	1394	1439	107.84	1005.0	A
2ccd03c8-14d2-4bc1-a4ce-76fdfa1ea92b,chr3,6556197,6556831	0	0	0	0	0.0	0.0	A
2f6dfcef-5055-43d0-8154-efdc1641c1a2,chr3,6556197,6557444	11870	12335	1291	1354	58.06	240.0	A
30c22ac6-1306-419d-bdf6-f9570bc5eda1,chr3,6556197,6556580	4530	4925	437	454	47.24	395.0	A
34f8fcba-ed2f-46b6-baf7-060c2a37c37e,chr3,6556197,6557331	12660	12815	1185	1209	16.91	155.0	A
37dffb8a-ea57-440f-b8dd-68913d520082,chr3,6556197,6557938	14910	16145	1302	1333	124.66	1185.0	A
38346bcb-3cd3-496e-b108-9742a2d6438b,chr3,6556197,6557883	11085	11305	1321	1361	31.17	220.0	A
3df1a4d3-f5fd-4b27-90ba-e4326d802f03,chr3,6556197,6557885	15530	16680	1251	1290	108.41	1150.0	A
45a4e472-86e9-4c79-911b-6ec53730ee24,chr3,6556197,6557880	14680	15865	1224	1269	122.31	1147.5	A
466a3d02-979b-4fd7-82ef-9dbe1266d5bd,chr3,6556197,6557938	18080	18190	1685	1700	11.6	110.0	A
4df34166-b162-4c9b-960c-ff275a56e2d1,chr3,6556197,6556791	6015	6720	541	559	73.5	505.0	A
52c0e1c3-cbc3-4c23-8dd4-c2e0c7b45f3b,chr3,6556197,6557883	13410	13610	1330	1361	22.63	187.5	A
53f5ad54-19d4-4d99-87b7-4c80536aac4f,chr3,6556197,6556790	4820	5015	547	581	24.59	195.0	A
56ab7ea8-830f-4158-a406-4ab2c6130fea,chr3,6556197,6556332	2365	2695	204	228	36.89	330.0	A
5d25e44f-fcb8-406c-9a2b-65b5a04e3c90,chr3,6556197,6557867	12450	12960	1322	1343	63.48	510.0	A
61214320-91e2-41e1-a7ca-98f73ecf4807,chr3,6556197,6557883	35050	37570	1331	1376	163.52	1932.5	A
61c76b0c-37f8-487a-860e-246864704fa6,chr3,6556197,6557938	16450	19035	1381	1410	272.0	2422.5	A
635eabdd-01d6-4960-bbba-7367d882fe40,chr3,6556197,6556983	8270	8405	826	847	15.85	122.5	A
654d2de3-8b95-4757-a75f-4a82f187bb8a,chr3,6556197,6557865	12825	13085	1305	1347	29.55	247.5	A
698c3234-1ceb-4c4d-9080-123c28851da3,chr3,6556197,6557607	12335	13045	1346	1356	87.87	710.0	A
6e639690-2b58-493b-8b2a-8afacd40c9a0,chr3,6556197,6557883	13810	14795	1231	1289	111.37	947.5	A
6f2415f9-5cf4-427f-85b1-4a44e3f5d785,chr3,6556197,6556983	8860	9005	820	840	17.01	145.0	A
74886e9c-76d3-48f2-86e2-9cd184d4a94a,chr3,6556197,6557938	18035	18155	1709	1727	13.28	120.0	A
76278b95-cdfa-4250-bb7e-04565cb4ed05,chr3,6556197,6557938	14455	15270	1394	1433	91.23	815.0	A
7686c581-dc12-468d-9e69-3b7b8f056808,chr3,6556197,6557909	15885	16990	1280	1313	109.43	1105.0	A
76881a9c-45c9-4df7-9c62-794d6af1a0b7,chr3,6556197,6557876	13225	14780	1322	1327	172.19	1530.0	A
7874191f-e104-406c-8131-de652767d518,chr3,6556197,6556599	4665	4810	462	487	16.81	145.0	A
828b089e-b8c3-47f9-a54c-938d3d739fb1,chr3,6556197,6556985	9315	9825	846	904	57.22	510.0	A
8510b3a1-4d37-46dd-a457-d25e43da30cb,chr3,6556197,6556446	4005	4610	311	354	72.82	605.0	A
85b23a61-ee01-4561-8ccc-25240cd0fa6e,chr3,6556197,6557333	12835	12960	1172	1184	13.71	125.0	A
8aa6f14a-9cef-453b-9232-f0963efc9f2d,chr3,6556197,6556923	0	0	0	0	0.0	0.0	A
8e2d8d7e-591e-43ed-b6c3-d80e2aa3f5e8,chr3,6556197,6557083	10175	11020	832	875	93.04	845.0	A
91b92dee-3434-4fee-a5d8-eeb9b899a060,chr3,6556197,6556918	8085	8230	782	804	16.15	145.0	A
93b3ee51-d17d-463d-90e3-04fda16bf37b,chr3,6556197,6557938	13955	15195	1298	1325	135.56	1165.0	A
941f8b56-797f-4b59-91a5-1dfa0ac47643,chr3,6556197,6557865	14305	14430	1308	1327	13.88	112.5	A
97673417-23c5-41c7-90d4-45acfb111b98,chr3,6556197,6557086	8830	9730	839	871	101.17	900.0	A
97ac4884-15ed-461a-8f31-dc4022a23618,chr3,6556197,6556983	8845	8980	834	856	15.61	135.0	A
99a8ce58-8aac-450c-8e84-12d0e7a0cd41,chr3,6556197,6557859	12025	12370	1282	1286	41.27	332.5	A
9b84089e-0071-4834-b682-fee0957b0744,chr3,6556197,6556587	16075	16230	1424	1446	16.82	155.0	A
a08d32e3-3f96-4044-9bb3-28f21216ff8f,chr3,6556197,6557883	12780	13110	1231	1250	36.24	330.0	A
a4256848-93a0-466a-b46b-153e9ceea612,chr3,6556197,6557938	14370	14545	1411	1434	19.54	175.0	A
a5fb9ae4-fbef-4afd-b289-2e07ccdf6baa,chr3,6556197,6556923	8620	8760	785	807	15.8	140.0	A
b02d0520-c797-4c94-a451-16b76f9bec4a,chr3,6556197,6556580	5420	5900	439	461	49.12	480.0	A
b0ea70dd-6a1f-4b8d-9e85-0c6e6328b850,chr3,6556197,6557138	10150	10300	986	1007	16.42	150.0	A
b9ba6911-8085-4456-8062-db2a87b72f62,chr3,6556197,6557883	13615	14495	1206	1241	99.67	880.0	A
ba16e82a-5b3b-4ffe-b973-0c6c0dfe5d1a,chr3,6556197,6556935	8075	8870	686	694	77.84	795.0	A
beac3283-56b9-40e9-9d5a-b80c9fb1dad6,chr3,6556197,6556580	4810	5190	440	460	44.16	380.0	A
ca03d020-5ed1-4e83-bc9a-e3d58ae18966,chr3,6556197,6557930	0	0	0	0	0.0	0.0	A
cbae53ee-10a0-4098-9ff2-98a68e948cf4,chr3,6556197,6557840	9955	10510	1152	1204	76.9	517.5	A
ceff6731-5552-44e7-998a-8cba5af0e508,chr3,6556197,6556587	14325	14740	1392	1442	47.93	202.5	A
d03301d7-3018-490c-859d-cc33656c32e9,chr3,6556197,6557086	10195	11230	841	868	110.82	1035.0	A
d239b081-d1dc-4859-bc78-c6cfc4f6ca1c,chr3,6556197,6557865	13070	13225	1322	1348	17.97	142.5	A
d4927f0f-beae-4b58-9608-e306ba2db89d,chr3,6556197,6557885	13625	13785	1240	1264	17.62	160.0	A
d690959c-a41d-432e-b3f5-87e9a70ec546,chr3,6556197,6556482	0	0	0	0	0.0	0.0	T
da35bd47-f8a3-4673-84ab-becc41327f0c,chr3,6556197,6556923	9430	11030	671	676	137.59	1600.0	A
dcaa8869-bda9-4f3c-80fb-05df3f900149,chr3,6556197,6557938	13585	14375	1256	1301	86.62	752.5	A
de6b5982-f214-4eee-a77d-204e32dff90d,chr3,6556197,6557333	12865	13035	1191	1220	17.76	170.0	A
df4736f5-ed43-4c00-a675-954de5bcd4b8,chr3,6556197,6557887	14140	15100	1264	1288	98.57	960.0	A
e8e0904c-91d3-409d-9bc6-35f8ecb0b620,chr3,6556197,6556987	10090	10605	849	890	52.8	515.0	A
e9d8b620-d22e-4adc-94dd-1bca945f9c46,chr3,6556197,6557862	13145	13640	1240	1245	53.48	445.0	A
ec7f6190-5b7a-47f7-be3e-eafa2c2d2467,chr3,6556197,6557883	13375	14210	1232	1264	95.44	810.0	A
edc0987a-a968-409a-8743-9acb73088933,chr3,6556197,6557839	12380	13985	1274	1304	184.05	1605.0	A
ee16a144-9477-4308-b57e-c79dd54b608d,chr3,6556197,6556446	3770	4500	312	350	84.89	730.0	A
f180c58d-c687-4282-9fb6-96f7966bc1a3,chr3,6556197,6557885	14280	14880	1223	1238	65.79	600.0	A
f5609c60-0bf3-426b-95d3-2b3fbf9247c7,chr3,6556197,6557883	13615	14725	1236	1266	118.48	1110.0	A
febed857-0d10-4e42-8030-13ddcf0e6f27,chr3,6556197,6557865	14410	14550	1323	1343	15.44	127.5	A
01d3c16d-c5af-4ac1-8ff1-61ef0c7a16ea,chr3,6556198,6556935	1295	1570	73	101	29.4	275.0	T
08e3092b-ba1d-4454-a1c3-e678ea3f1e58,chr3,6556198,6557887	2150	3295	75	99	124.93	970.0	T
167232b6-b314-454c-975f-831d1c44cb14,chr3,6556198,6557876	1995	2235	79	106	25.7	215.0	T
1fca0f41-46da-4d21-9c6c-d6b8c7df612b,chr3,6556198,6556830	1310	2020	75	109	72.13	585.0	T
2bfbfdb4-938d-415e-b096-7627ae4bc792,chr3,6556198,6557086	830	1755	76	96	101.87	912.5	T
3753a4ec-ae7a-46b9-a85e-d05d615f1e11,chr3,6556198,6557938	1045	2680	79	114	188.31	1560.0	T
432a3641-7b50-480a-8f46-9aa3d18a678b,chr3,6556198,6557839	38675	40665	3622	3658	213.36	1940.0	T
499ac4c4-5056-4f2f-9c47-01d090fd6977,chr3,6556198,6557927	1165	1540	78	128	38.16	375.0	T
4bdce13f-d814-4f6d-9d07-4ca58a9be563,chr3,6556198,6557883	0	0	0	0	0.0	0.0	T
6b8a6692-d0a7-47cb-ac50-15f1ff54eeed,chr3,6556198,6556935	1515	2035	118	129	67.82	507.5	T
793a77eb-a8be-4726-8ea4-21b76b097aed,chr3,6556198,6557904	1020	2180	80	130	148.58	960.0	T
88c57f29-124b-4bc8-a8b2-d5fe9b66dcbc,chr3,6556198,6557656	12905	13585	858	895	52.38	655.0	T
98096f8e-65d6-4111-9f20-1f286e7d79e2,chr3,6556198,6557938	870	1135	81	112	30.1	265.0	T
dd845c89-985c-40b3-b94b-a92838782d92,chr3,6556198,6557938	965	1295	76	127	41.09	305.0	T
df78919a-c61d-4d0e-95cb-00b20d291737,chr3,6556198,6557656	1130	1395	73	98	27.75	240.0	T
0656c145-cd4d-4bbe-a1c5-dd6e6ab54e20,chr3,6556198,6557883	13045	13240	1311	1345	21.92	195.0	A
13761ea3-502c-4c82-86c1-5ac8bfab5552,chr3,6556198,6556372	2940	4405	217	219	152.36	1465.0	A
283b287b-2a55-4861-9b3b-9e1be0dfc90a,chr3,6556198,6557938	14560	14725	1292	1320	17.87	165.0	A
29f4fd8e-ac78-4d84-b7fb-28bf5ff3b59a,chr3,6556198,6557883	13655	14015	1235	1260	36.84	360.0	A
40388e2e-9cdc-4d08-8223-93ab2a7b7cef,chr3,6556198,6557906	0	0	0	0	0.0	0.0	T
41b5625b-7920-410a-bd9e-4f8fdc93da88,chr3,6556198,6557934	12960	14170	1291	1293	135.16	1210.0	A
5fab1bc2-754a-4a45-8fec-5003592b2802,chr3,6556198,6557656	14915	15065	1409	1433	16.83	150.0	A
701bd7dd-83b7-4f92-92e0-9946e2296179,chr3,6556198,6557645	13775	14320	1394	1414	64.17	545.0	A
7170d3ba-5cbd-406a-80e0-3c5ac85b695e,chr3,6556198,6557883	0	0	0	0	0.0	0.0	A
73f39195-41f7-405d-9248-7359803165d1,chr3,6556198,6556488	3850	3970	335	355	14.4	120.0	A
7ab5613b-c0b9-4c5a-b0af-064435b5a254,chr3,6556198,6557928	13720	13855	1283	1303	14.87	135.0	A
7bc9e411-a497-438f-a571-b637c840f02e,chr3,6556198,6557654	26945	27080	2419	2439	14.49	135.0	A
94e5a7c7-2c4d-4cb3-a796-d6535c3148b6,chr3,6556198,6557867	18770	18910	1716	1739	15.01	140.0	A
9e064427-994e-4972-9c01-1735c8e996df,chr3,6556198,6557938	15250	15645	1293	1318	40.46	395.0	A
a49b0457-4d78-49d5-8a46-f4c81b4bd9f4,chr3,6556198,6556489	3585	3940	350	373	41.3	355.0	A
c27abe30-cce6-4f44-8afe-f0b853da5411,chr3,6556198,6557938	0	0	0	0	0.0	0.0	A
c6ef6da3-09a8-4eaf-9be8-4e73fa05d3a8,chr3,6556198,6557938	15060	15175	1296	1313	12.75	115.0	A
d8d12321-aaf9-4b93-9e20-958fc5c63d54,chr3,6556198,6556777	8705	11160	619	621	217.55	2455.0	A
e24a0911-6c5e-41db-9eb8-6155d262b463,chr3,6556198,6557867	20335	20485	1722	1746	15.16	150.0	A
ed5b4a44-fee2-4f20-8b53-5c97b17dca2c,chr3,6556198,6557927	12485	12920	1246	1273	48.98	435.0	A
f225215e-c066-4ac6-813d-4c39b0e90ad0,chr3,6556198,6557913	14115	14250	1366	1388	14.36	135.0	A
06796a89-eb1f-41d1-853d-642b1f3b7309,chr3,6556199,6556519	1600	4425	74	95	316.72	2825.0	T
0f9b578b-57ac-4f80-890a-3eda95e50bb1,chr3,6556199,6556957	745	1995	76	98	160.02	1200.0	T
117ac1e6-9a14-423e-a4ad-cd37195a0542,chr3,6556199,6556502	0	0	0	0	0.0	0.0	T
15c4ed47-d3cb-41e2-b7c6-1429295d0daf,chr3,6556199,6556355	1880	2260	72	130	42.57	367.5	T
16b89d35-9646-4f25-8f64-63b67b3293a6,chr3,6556199,6557883	3895	4170	72	96	30.63	275.0	T
177aa64d-a15b-496c-aae9-c13ea562287b,chr3,6556199,6557938	1840	2505	73	97	61.03	577.5	T
19cf3092-d28b-4c92-bdc4-975365abd61e,chr3,6556199,6557938	785	1045	77	101	34.34	260.0	T
1ac6d270-cc8c-4ed6-be4d-6e75763c77fd,chr3,6556199,6557605	1270	1665	76	81	47.02	395.0	T
1bb2d6b8-657e-4549-b024-b9316593a573,chr3,6556199,6557938	800	1035	75	92	25.96	235.0	T
21050f8a-2249-4241-9ed6-37dca87b0d70,chr3,6556199,6557938	1990	2250	76	120	31.74	260.0	T
218d149e-54a3-42ad-ba2e-734f79135dc6,chr3,6556199,6556645	0	0	0	0	0.0	0.0	T
2a07e1d0-21a1-4015-b889-1ee42b0824d2,chr3,6556199,6557938	425	2025	41	117	232.81	1025.0	T
2c4e4896-f00b-4147-96b7-5d9f223899c4,chr3,6556199,6556464	2625	2900	77	119	30.29	275.0	T
2dd217d1-cbd4-451d-b05f-c6eb69dd6d56,chr3,6556199,6557938	1135	1440	75	119	33.99	305.0	T
2f33db85-0a88-499a-ab4b-1dbbb9a47393,chr3,6556199,6557874	1385	2020	71	129	67.05	622.5	T
309b4232-5d84-4db5-8f01-892fa4fb6cf2,chr3,6556199,6556758	2175	3510	74	81	151.58	1335.0	T
31a42d2d-1398-4066-8534-30da2ad07115,chr3,6556199,6557875	1120	1655	79	94	49.98	535.0	T
332498cf-06df-42bf-a94f-43414253d4a6,chr3,6556199,6557938	1260	1465	78	102	22.9	205.0	T
36934846-cc0d-4481-a82d-31ea3b83cb87,chr3,6556199,6556758	1715	2985	75	87	140.87	1232.5	T
3a658c0b-abbc-4590-922d-19c2984bb30c,chr3,6556199,6557938	1165	1435	77	111	27.88	270.0	T
3b628c74-b728-40c1-bd63-95a297635e1d,chr3,6556199,6557938	15250	15255	1495	1495	0.6	5.0	A
3f542f2c-483d-4b11-b111-51187342da70,chr3,6556199,6557000	1220	2245	79	151	113.68	637.5	T
3f728e9d-f2ec-4c39-bc4c-5b21393483ae,chr3,6556199,6557938	1280	1565	75	112	30.63	272.5	T
3fb63fe8-6c8b-4aea-a0f1-8fc13840f6ef,chr3,6556199,6556923	1020	1365	71	123	41.79	345.0	T
4037f5f3-3423-4199-90ea-4d69d8fbbec0,chr3,6556199,6556737	1505	2380	70	100	91.2	675.0	T
41c3e202-6128-4754-b38d-d6f4d9a2ff4a,chr3,6556199,6556935	7970	8250	584	622	31.71	280.0	T
49ef1f64-5002-463e-aafc-3aecd3b67839,chr3,6556199,6557932	2275	2540	80	97	26.07	265.0	T
4d975871-2074-45e1-a258-6fceadcf2d84,chr3,6556199,6557938	1470	1710	76	94	25.06	240.0	T
4e616202-12b5-4fae-9a98-377e85726af3,chr3,6556199,6557929	1710	2040	75	113	32.79	330.0	T
4e979181-24f1-4a89-8721-29462981b6dc,chr3,6556199,6557938	0	0	0	0	0.0	0.0	T
51d421d1-62fa-475e-8e04-3ff7a8f50130,chr3,6556199,6556923	1400	1920	75	110	43.63	507.5	T
51ff0899-6479-4062-9ff9-9672661c6704,chr3,6556199,6557938	895	1205	78	117	35.99	310.0	T
56c03846-5830-440d-bb6d-46f579026a25,chr3,6556199,6557938	2010	2255	85	108	26.73	182.5	T
5950a040-6703-4b6a-a778-40a3140af36b,chr3,6556199,6557938	1570	2445	81	103	96.98	850.0	T
59d3ada4-da44-465c-b792-7747a1905a9d,chr3,6556199,6556859	1470	3710	77	92	245.88	2215.0	T
5a8f516d-b9eb-4afd-83e2-a4e76ff7fff8,chr3,6556199,6556879	955	1195	77	106	28.57	240.0	T
5c2eafaf-04ac-43d1-af44-534ccc9f5963,chr3,6556199,6557883	2000	3415	75	81	152.1	1415.0	T
5c67a850-f645-48fb-98bc-3a81edf1adf6,chr3,6556199,6556859	1395	1740	75	78	36.09	345.0	T
5e8841ad-a294-4e29-aa3f-f88c0ffb584a,chr3,6556199,6557938	1025	1250	66	86	28.04	225.0	T
5fe74c83-0557-4a63-bae5-4e3c7eb84eb8,chr3,6556199,6557883	1100	2285	80	138	130.97	1160.0	T
606ce21a-e38b-4c97-baef-066014364fd4,chr3,6556199,6557934	0	0	0	0	0.0	0.0	T
610c3124-9fdc-4cfc-87b0-e44da1d8a2fb,chr3,6556199,6557878	0	0	0	0	0.0	0.0	T
6b2483b8-ba47-4c4d-b7a6-3c70b266b930,chr3,6556199,6557938	1570	1890	78	129	35.66	320.0	T
6e518da8-c664-4830-8191-c7a9afd8b007,chr3,6556199,6557910	2865	3055	76	106	23.84	190.0	T
6f438541-fe51-4902-939c-4740e01d499a,chr3,6556199,6557886	1020	1485	76	140	52.63	440.0	T
709e3dd7-0c43-49ba-b6cc-b44f24a67d9b,chr3,6556199,6556465	1020	2140	80	131	128.09	1082.5	T
70f13d1d-e4ce-4829-ac8a-12170ba1d7c5,chr3,6556199,6557938	2300	3750	74	88	157.6	1425.0	T
71d78ed8-fa6f-4345-a73e-c1c943e26840,chr3,6556199,6556797	1145	2645	78	89	180.57	1500.0	T
740b858f-05af-4eea-81d3-69d1a0bea176,chr3,6556199,6557938	1185	1710	79	128	50.52	500.0	T
74ce4228-ab76-41f2-ab78-bb36e4683cad,chr3,6556199,6557883	1535	2380	78	167	88.25	757.5	T
758a1ba2-b98f-4de9-886f-52430e2fb3d9,chr3,6556199,6557938	1165	1510	74	126	38.48	345.0	T
76db7bb2-c9fc-4b79-9984-018d815da2da,chr3,6556199,6557938	835	1175	75	123	36.94	327.5	T
78e67c04-b341-49da-8c28-1b2e017aee86,chr3,6556199,6556923	1870	2225	72	95	39.04	355.0	T
7f48aa22-1a94-473a-a2e7-468508b9df93,chr3,6556199,6557938	890	1130	75	103	29.47	240.0	T
80f83e93-ee53-4bea-8dc4-991c1c253519,chr3,6556199,6557886	1435	2055	76	141	76.92	607.5	T
81cfe59e-8ee7-4a74-8f7c-c07b2072c9d7,chr3,6556199,6557938	1340	1690	79	108	36.29	350.0	T
8493325b-eea5-4a4d-9c7c-c3241abe763b,chr3,6556199,6557938	19850	21140	1905	1970	145.72	1165.0	T
84e86f68-7e21-4f6f-a2ec-f8956adbbf9b,chr3,6556199,6557938	1990	2330	77	131	34.17	340.0	T
85e57c11-35a7-4877-abb7-3868987349dd,chr3,6556199,6557938	960	2010	71	118	128.46	1012.5	T
8a486b61-949c-4163-b249-edc1e194b04c,chr3,6556199,6557938	0	0	0	0	0.0	0.0	T
8b6d6f74-864f-490a-bb9f-5dc979cf9919,chr3,6556199,6557430	2505	2890	76	135	44.11	372.5	T
8bb1b904-5b02-4f41-976b-5159d6c0f42f,chr3,6556199,6556509	1600	2065	72	134	58.41	415.0	T
8c8f2094-be67-4b29-a2d1-98d9c30a0eea,chr3,6556199,6557938	1115	1545	74	133	48.79	392.5	T
8cff5a0e-3a1b-465f-b642-91ed8875eff0,chr3,6556199,6556304	2545	2775	77	111	26.53	230.0	T
8d308873-036f-4142-9ce5-fc343e4fde11,chr3,6556199,6556465	1315	2665	75	87	146.33	1312.5	T
901309e5-d6a4-4bd8-bacc-84bbc307c45b,chr3,6556199,6557938	1110	2945	77	109	203.58	1810.0	T
91889dba-7537-4f08-adc3-3b1afa654c7e,chr3,6556199,6557938	1365	1735	78	139	43.07	370.0	T
91981b87-c847-4c26-b13b-36f37e485f90,chr3,6556199,6557133	0	0	0	0	0.0	0.0	T
95827597-9953-463b-8bfa-a9c3489f524d,chr3,6556199,6557938	915	2365	77	93	160.06	1425.0	T
995be4b8-0240-4608-8e7c-c568a0451212,chr3,6556199,6557938	975	1170	76	100	24.4	195.0	T
9d4026ca-6a90-4514-81c3-aa37a5a1f9a5,chr3,6556199,6557934	735	1145	63	121	44.56	310.0	T
9f39d5ce-73d8-4289-b309-4204e511b35f,chr3,6556199,6556554	1075	1330	76	92	25.65	255.0	T
a0924d1e-59eb-4fa7-8a01-ec0587705b6d,chr3,6556199,6557886	0	0	0	0	0.0	0.0	T
a2283c15-ccb4-47cc-8907-520ab05babbe,chr3,6556199,6556923	0	0	0	0	0.0	0.0	T
a234722d-e43a-4923-96ff-403dcb00e3ca,chr3,6556199,6556305	1425	2750	76	105	161.39	1262.5	T
a3119632-7cb9-4363-852e-6421326dadb3,chr3,6556199,6556630	1365	1770	78	126	49.65	405.0	T
a52fb7f9-c8b2-4a86-8cad-b36dd30aca1e,chr3,6556199,6556923	1915	2365	78	100	38.27	450.0	T
aaba7ff6-acd7-4503-a7a7-ccd74e556d8a,chr3,6556199,6556923	0	0	0	0	0.0	0.0	T
ad5a1d78-5a97-4065-87d7-a0ec7e6cfcb4,chr3,6556199,6557071	835	1990	72	83	149.02	1142.5	T
b056dc6b-9d41-4467-8dbc-b6be6c9cc504,chr3,6556199,6557886	1355	2265	78	181	101.0	860.0	T
b264ccb6-337d-4e2f-a795-c6cc7ce9fefb,chr3,6556199,6557883	1715	2815	70	125	125.93	1000.0	T
c0725c33-2f45-44a2-90ca-91777281ed9f,chr3,6556199,6557883	900	1290	72	126	44.66	365.0	T
c6186a8a-5c01-4928-a1ba-9832d48686d0,chr3,6556199,6557938	1110	1580	77	145	53.75	445.0	T
c7f24822-5343-4a2f-b304-0d2cd5e6185f,chr3,6556199,6557938	690	985	78	113	33.64	295.0	T
c9d190aa-70a1-481c-beca-8f46eae0a75a,chr3,6556199,6557938	1250	1580	76	99	38.33	330.0	T
cb50d887-cba3-4289-a1e6-ea387202f06c,chr3,6556199,6557884	0	0	0	0	0.0	0.0	T
